no,room,date,count_1s,Value
307,1,30/06/2023 18:00,0,39
308,1,30/06/2023 19:00,0,39
309,1,30/06/2023 20:00,0,39
310,1,30/06/2023 21:00,0,39
311,1,30/06/2023 22:00,0,39
312,1,30/06/2023 23:00,0,39
313,1,01/07/2023 00:00,0,39
314,1,01/07/2023 01:00,0,39
315,1,01/07/2023 02:00,0,39
316,1,01/07/2023 03:00,0,39
317,1,01/07/2023 04:00,0,39
318,1,01/07/2023 05:00,0,39
319,1,01/07/2023 06:00,0,39
320,1,01/07/2023 07:00,0,39
321,1,01/07/2023 08:00,0,39
322,1,01/07/2023 09:00,0,39
323,1,01/07/2023 10:00,0,39
324,1,01/07/2023 11:00,0,39
325,1,01/07/2023 12:00,0,39
326,1,01/07/2023 13:00,0,39
327,1,01/07/2023 14:00,0,39
328,1,01/07/2023 15:00,0,39
329,1,01/07/2023 16:00,0,39
330,1,01/07/2023 17:00,0,39
331,1,01/07/2023 18:00,0,39
332,1,01/07/2023 19:00,0,39
333,1,01/07/2023 20:00,0,39
334,1,01/07/2023 21:00,0,39
335,1,01/07/2023 22:00,0,39
336,1,01/07/2023 23:00,0,39
337,1,02/07/2023 00:00,0,39
338,1,02/07/2023 01:00,0,39
339,1,02/07/2023 02:00,0,39
340,1,02/07/2023 03:00,0,39
341,1,02/07/2023 04:00,0,39
342,1,02/07/2023 05:00,0,39
343,1,02/07/2023 06:00,0,39
344,1,02/07/2023 07:00,0,39
345,1,02/07/2023 08:00,0,39
346,1,02/07/2023 09:00,0,39
347,1,02/07/2023 10:00,0,39
348,1,02/07/2023 11:00,0,39
349,1,02/07/2023 12:00,0,39
350,1,02/07/2023 13:00,0,39
351,1,02/07/2023 14:00,0,39
352,1,02/07/2023 15:00,0,39
353,1,02/07/2023 16:00,0,39
354,1,02/07/2023 17:00,0,39
355,1,02/07/2023 18:00,0,39
356,1,02/07/2023 19:00,0,39
357,1,02/07/2023 20:00,0,39
358,1,02/07/2023 21:00,0,39
359,1,02/07/2023 22:00,0,39
360,1,02/07/2023 23:00,0,39
361,1,03/07/2023 00:00,0,39
362,1,03/07/2023 01:00,0,39
363,1,03/07/2023 02:00,0,39
364,1,03/07/2023 03:00,0,39
365,1,03/07/2023 04:00,0,39
366,1,03/07/2023 05:00,0,39
367,1,03/07/2023 06:00,0,39
368,1,03/07/2023 07:00,0,39
369,1,03/07/2023 08:00,0,39
370,1,03/07/2023 09:00,0,39
371,1,03/07/2023 10:00,0,39
372,1,03/07/2023 11:00,0,39
373,1,03/07/2023 12:00,0,39
374,1,03/07/2023 13:00,0,39
375,1,03/07/2023 14:00,0,39
376,1,03/07/2023 15:00,0,39
377,1,03/07/2023 16:00,0,39
378,1,03/07/2023 17:00,0,39
379,1,03/07/2023 18:00,0,39
380,1,03/07/2023 19:00,0,99
381,1,03/07/2023 20:00,0,39
382,1,03/07/2023 21:00,0,39
383,1,03/07/2023 22:00,0,39
384,1,03/07/2023 23:00,0,39
385,1,04/07/2023 00:00,0,39
386,1,04/07/2023 01:00,0,39
387,1,04/07/2023 02:00,0,39
388,1,04/07/2023 03:00,0,39
389,1,04/07/2023 04:00,0,39
390,1,04/07/2023 05:00,0,39
391,1,04/07/2023 06:00,0,39
392,1,04/07/2023 07:00,0,39
393,1,04/07/2023 08:00,0,39
394,1,04/07/2023 09:00,0,39
395,1,04/07/2023 10:00,0,39
396,1,04/07/2023 11:00,0,39
397,1,04/07/2023 12:00,0,39
398,1,04/07/2023 13:00,0,39
399,1,04/07/2023 14:00,0,39
400,1,04/07/2023 15:00,0,39
401,1,04/07/2023 16:00,0,39
402,1,04/07/2023 17:00,0,39
403,1,04/07/2023 18:00,0,39
404,1,04/07/2023 19:00,0,39
405,1,04/07/2023 20:00,0,39
406,1,04/07/2023 21:00,0,39
407,1,04/07/2023 22:00,0,39
408,1,04/07/2023 23:00,0,39
409,1,05/07/2023 00:00,0,39
410,1,05/07/2023 01:00,0,39
411,1,05/07/2023 02:00,0,39
412,1,05/07/2023 03:00,0,39
413,1,05/07/2023 04:00,0,39
414,1,05/07/2023 05:00,0,39
415,1,05/07/2023 06:00,0,39
416,1,05/07/2023 07:00,0,39
417,1,05/07/2023 08:00,0,39
418,1,05/07/2023 09:00,0,39
419,1,05/07/2023 10:00,0,39
420,1,05/07/2023 11:00,0,39
421,1,05/07/2023 12:00,0,39
422,1,05/07/2023 13:00,0,39
423,1,05/07/2023 14:00,0,39
424,1,05/07/2023 15:00,0,39
425,1,05/07/2023 16:00,0,39
426,1,05/07/2023 17:00,0,39
427,1,05/07/2023 18:00,0,39
428,1,05/07/2023 19:00,0,39
429,1,05/07/2023 20:00,0,39
430,1,05/07/2023 21:00,0,39
431,1,05/07/2023 22:00,0,39
432,1,05/07/2023 23:00,0,39
433,1,06/07/2023 00:00,0,39
434,1,06/07/2023 01:00,0,39
435,1,06/07/2023 02:00,0,39
436,1,06/07/2023 03:00,0,39
437,1,06/07/2023 04:00,0,39
438,1,06/07/2023 05:00,0,39
439,1,06/07/2023 06:00,0,39
440,1,06/07/2023 07:00,0,39
441,1,06/07/2023 08:00,0,39
442,1,06/07/2023 09:00,0,39
443,1,06/07/2023 10:00,0,39
444,1,06/07/2023 11:00,0,39
445,1,06/07/2023 12:00,0,39
446,1,06/07/2023 13:00,0,39
447,1,06/07/2023 14:00,0,39
448,1,06/07/2023 15:00,0,39
449,1,06/07/2023 16:00,0,39
450,1,06/07/2023 17:00,0,39
451,1,06/07/2023 18:00,0,39
452,1,06/07/2023 19:00,0,39
453,1,06/07/2023 20:00,0,39
454,1,06/07/2023 21:00,0,39
455,1,06/07/2023 22:00,0,39
456,1,06/07/2023 23:00,0,39
457,1,07/07/2023 00:00,0,39
458,1,07/07/2023 01:00,0,39
459,1,07/07/2023 02:00,0,39
460,1,07/07/2023 03:00,0,39
461,1,07/07/2023 04:00,0,39
462,1,07/07/2023 05:00,0,39
463,1,07/07/2023 06:00,0,39
464,1,07/07/2023 07:00,0,39
465,1,07/07/2023 08:00,0,39
466,1,07/07/2023 09:00,0,39
467,1,07/07/2023 10:00,0,39
468,1,07/07/2023 11:00,0,39
469,1,07/07/2023 12:00,0,39
470,1,07/07/2023 13:00,0,39
471,1,07/07/2023 14:00,0,39
472,1,07/07/2023 15:00,0,39
473,1,07/07/2023 16:00,0,39
474,1,07/07/2023 17:00,0,100
475,1,07/07/2023 18:00,0,39
476,1,07/07/2023 19:00,0,39
477,1,07/07/2023 20:00,0,39
478,1,07/07/2023 21:00,0,39
479,1,07/07/2023 22:00,0,39
480,1,07/07/2023 23:00,0,39
481,1,08/07/2023 00:00,0,39
482,1,08/07/2023 01:00,0,39
483,1,08/07/2023 02:00,0,39
484,1,08/07/2023 03:00,0,39
485,1,08/07/2023 04:00,0,39
486,1,08/07/2023 05:00,0,39
487,1,08/07/2023 06:00,0,39
488,1,08/07/2023 07:00,0,39
489,1,08/07/2023 08:00,0,39
490,1,08/07/2023 09:00,0,39
491,1,08/07/2023 10:00,0,39
492,1,08/07/2023 11:00,0,39
493,1,08/07/2023 12:00,0,39
494,1,08/07/2023 13:00,0,39
495,1,08/07/2023 14:00,0,39
496,1,08/07/2023 15:00,0,39
497,1,08/07/2023 16:00,0,39
498,1,08/07/2023 17:00,0,39
499,1,08/07/2023 18:00,0,39
500,1,08/07/2023 19:00,0,39
501,1,08/07/2023 20:00,0,39
502,1,08/07/2023 21:00,0,39
503,1,08/07/2023 22:00,0,39
504,1,08/07/2023 23:00,0,39
505,1,09/07/2023 00:00,0,39
506,1,09/07/2023 01:00,0,39
507,1,09/07/2023 02:00,0,39
508,1,09/07/2023 03:00,0,39
509,1,09/07/2023 04:00,0,39
510,1,09/07/2023 05:00,0,39
511,1,09/07/2023 06:00,0,39
512,1,09/07/2023 07:00,0,39
513,1,09/07/2023 08:00,0,39
514,1,09/07/2023 09:00,0,39
515,1,09/07/2023 10:00,0,39
516,1,09/07/2023 11:00,0,39
517,1,09/07/2023 12:00,0,39
518,1,09/07/2023 13:00,0,39
519,1,09/07/2023 14:00,0,39
