Time,Room1,Room3,Room2
01/08/2023 02:00,255,50.3,42.4
01/08/2023 03:00,235,51,61
01/08/2023 04:00,255,50.1,48.9
01/08/2023 05:00,255,50.1,47
01/08/2023 06:00,234,51.1,44.7
01/08/2023 07:00,234,47.5,44.5
01/08/2023 08:00,235,49.9,48.4
01/08/2023 09:00,216,50.5,49.1
01/08/2023 10:00,212,52.5,45
01/08/2023 11:00,235,51.3,46.9
01/08/2023 12:00,113,51.9,46.4
01/08/2023 13:00,119,50.9,48.3
01/08/2023 14:00,127,50.6,47.4
01/08/2023 15:00,99,52.4,48.3
01/08/2023 16:00,130,50.8,47.5
01/08/2023 17:00,138,52.1,47.5
01/08/2023 18:00,148,51.2,48.4
01/08/2023 19:00,88.4,49.3,46.6
01/08/2023 20:00,219,50.5,44
01/08/2023 21:00,255,50.9,44
01/08/2023 22:00,235,50,44
01/08/2023 23:00,255,46.3,39.6
02/08/2023 00:00,219,50.8,44.2
02/08/2023 01:00,255,50.4,42.2
02/08/2023 02:00,255,50.4,41.2
02/08/2023 03:00,255,50.5,42.7
02/08/2023 04:00,255,50.3,41
02/08/2023 05:00,255,50.6,77.2
02/08/2023 06:00,236,50.7,42.6
02/08/2023 07:00,219,51,45.4
02/08/2023 08:00,235,52.7,47.3
02/08/2023 09:00,238,52.3,47
02/08/2023 10:00,208,51.5,45.4
02/08/2023 11:00,158,50.7,49.8
02/08/2023 12:00,113,51.1,47.9
02/08/2023 13:00,148,52.4,46
02/08/2023 14:00,99.3,52.5,44.1
02/08/2023 15:00,113,52.2,46.1
02/08/2023 16:00,83.5,47,41.7
02/08/2023 17:00,95.6,52.1,46.6
02/08/2023 18:00,127,51.2,45.9
02/08/2023 19:00,130,50.9,47.7
02/08/2023 20:00,219,52.2,45
02/08/2023 21:00,234,50.8,43
02/08/2023 22:00,255,51.2,45.2
02/08/2023 23:00,235,51.4,44.5
03/08/2023 00:00,216,50.3,42.7
03/08/2023 01:00,235,50.1,48.7
03/08/2023 02:00,255,52.1,48.4
03/08/2023 03:00,231,50.2,47.8
03/08/2023 04:00,255,51.1,49.4
03/08/2023 05:00,255,51.7,48.4
03/08/2023 06:00,255,50.5,48.3
03/08/2023 07:00,255,49.5,47.6
03/08/2023 08:00,213,51,46.3
03/08/2023 09:00,180,48,46.5
03/08/2023 10:00,202,50.8,57.5
03/08/2023 11:00,158,51.2,45.5
03/08/2023 12:00,213,50.6,47.8
03/08/2023 12:39,42,53,49.5
